slug,city,state,fqhc_name,address,city_addr,state_addr,zip,phone,website,services_includes_lab,distance_miles,website_source
laguna-hills-ca,Laguna Hills,CA,CLCHC Specialty Medical Services,"23792 Rockfield Blvd, Suite 250",Lake Forest,CA,92630,(949) 866-3600,http://www.clchc.org/?utm_source=GMBSocialClimb&utm_medium=CelebratingLifeCommunityHealthCenter,true,1.86,places
laguna-hills-ca,Laguna Hills,CA,Camino Health Center - Lake Forest,"22481 Aspan St, Ste A",Lake Forest,CA,92630,(949) 240-2272,https://www.caminohealthcenter.org,true,2.47,original
laguna-hills-ca,Laguna Hills,CA,All For Health-Laguna Niguel,25500 Rancho Niguel Rd STE 250,Laguna Niguel,CA,92677,(949) 323-3330,https://all4health.org/,true,3.36,original
laguna-hills-ca,Laguna Hills,CA,SOS Community Health Center-Mission Viejo,"27725 Santa Margarita Pkwy, Ste 101",Mission Viejo,CA,92691,(949) 270-2100,https://www.shareourselves.org,true,5.1,original
laguna-hills-ca,Laguna Hills,CA,Laguna Beach Community Clinic,362 3rd St,Laguna Beach,CA,92651,(949) 494-0761,https://www.lbclinic.org,true,5.69,original
lafayette-la,Lafayette,LA,Northside  Community Health Care,1800 Louisiana Ave,Lafayette,LA,70501,(337) 232-6787,https://www.swlpch.com,true,0.56,original
lafayette-la,Lafayette,LA,Surrey Street Community Health Center Extension Site,1002 12th St,Lafayette,LA,70501,(337) 000-0000,https://www.icchc.org,true,0.72,original
lafayette-la,Lafayette,LA,Acadiana Cares Health & Wellness Center at Pride Plaza,850 N Pierce St,Lafayette,LA,70501,(337) 233-2437,https://www.acadianacares.org/primary-care-clinic/,true,0.84,places
lafayette-la,Lafayette,LA,SWLA Center for Health Services - Lafayette,500 Patterson St,Lafayette,LA,70501,(337) 769-9451,https://www.swlahealth.org,true,1.26,original
lafayette-ca,Lafayette,CA,LA CLINICA MONUMENT,2000 Sierra Rd,Concord,CA,94518,(925) 363-2000,https://www.laclinica.org,true,5.64,original
lafayette-ca,Lafayette,CA,Willow Pass Wellness Center,1420 Willow Pass Rd,Concord,CA,94520,(925) 370-5824,http://cchealth.org/,true,6.08,places
lafayette-ca,Lafayette,CA,BERKELEY PRIMARY CARE,2001 Dwight Way,Berkeley,CA,94704,(510) 204-4666,https://WWW.LIFELONGMEDICAL.ORG,true,8.85,original
lafayette-ca,Lafayette,CA,Children's Hospital Oakland Primary Care,5220 Claremont Ave,Oakland,CA,94618,(510) 428-3129,https://www.cho.org,true,9.04,original
lafayette-ca,Lafayette,CA,AHS HIGHLAND E1-E2 CLINIC,"1411 E 31st St, Flat 2",Oakland,CA,94602,(510) 437-4473,http://www.alamedahealthsystem.org/,true,9.34,places
lafayette-ca,Lafayette,CA,WILLIAM BYRON RUMFORD MED CLINIC,2960 Sacramento St,Berkeley,CA,94702,(510) 549-3166,https://wohc@wohc.org,true,9.59,original
la-quinta-ca,La Quinta,CA,"Clinicas del Camino Real, Inc. - East Simi Valley",4370 Eve Rd,Simi Valley,CA,93063,(805) 915-4400,https://www.clinicas.org,true,5.02,original
la-quinta-ca,La Quinta,CA,California Institute of the Arts,24700 McBean Pkwy,Valencia,CA,91355,(661) 255-7830,https://calarts.edu/admissions/explore-calarts/corners-of-our-campus/third-floor/noon-concerts-at-the-main-gallery,true,6.29,places
la-quinta-ca,La Quinta,CA,NEVHC- Newhall Health Center,23413 Lyons Ave,Valencia,CA,91355,(661) 593-7500,https://www.nevhc.org,true,6.63,original
la-quinta-ca,La Quinta,CA,Sierra Vista Family Medical Clinic,1227 E Los Angeles Ave,Simi Valley,CA,93065,(805) 582-4000,https://N/A,true,8.69,original
la-quinta-ca,La Quinta,CA,Centro Medico Reseda,9017 Reseda Blvd,Northridge,CA,91324,(951) 278-3196,https://centromedicoclinic.com,true,8.8,original
la-quinta-ca,La Quinta,CA,Todos Para La Salud: Canoga Park,22030 Sherman Way STE 211,Canoga Park,CA,91303,(818) 884-7424,https://www.todosclinic.org/,true,8.97,places
la-mesa-ca,La Mesa,CA,La Mesa Family Health Center,"8530 La Mesa Blvd, Ste 200",La Mesa,CA,91942,(619) 515-2300,https://www.fhcsd.org/la-mesa-family-health-center/,true,0.59,places
la-mesa-ca,La Mesa,CA,La Maestra Lemon Grove Clinic,7967 Broadway,Lemon Grove,CA,91945,(619) 741-7423,http://lamaestra.org/,true,1.55,places
la-mesa-ca,La Mesa,CA,San Ysidro Health El Cajon/San Diego PACE,875 El Cajon Blvd,El Cajon,CA,92020,(619) 662-4100,https://www.syhealth.org,true,2.62,original
la-mesa-ca,La Mesa,CA,DAP Health - Centro Medico El Cajon,133 W Main St,El Cajon,CA,92020,(619) 401-0404,https://www.daphealth.org,true,3.7,original
la-mesa-ca,La Mesa,CA,Opsam Health Mid-City Health Center,"5296 University Ave, Suite F1",San Diego,CA,92105,(844) 200-2426,http://opsam.org/,true,4.24,places
la-mesa-ca,La Mesa,CA,NEIGHBORHOOD HEALTHCARE ~ EL CAJON,855 E Madison Ave,El Cajon,CA,92020,(619) 440-2751,https://www.nhcare.org,true,4.41,original
kokomo-in,Kokomo,IN,Jane Pauley Community Health Center at Turning Point,1234 N Courtland Ave,Kokomo,IN,46901,(844) 695-7242,https://www.turningpointsoc.org/,true,0.43,places
kokomo-in,Kokomo,IN,IHC Howard County WIC,1805 E Vaile Ave,Kokomo,IN,46901,(765) 252-4249,http://indianahealthonline.org/,false,2.28,places
kokomo-in,Kokomo,IN,Bowen Health- Kokomo,"2312 S Dixon Rd, Suite 250",Kokomo,IN,46902,(800) 342-5653,https://www.bowenhealth.org/,true,2.89,places
kokomo-in,Kokomo,IN,Meridian Health Services Corp,424 E Southway Blvd,Kokomo,IN,46902,(765) 865-8914,http://www.meridianhs.org/,true,3.87,places
kokomo-in,Kokomo,IN,Family Heath Clinic of Burlington,425 E 5th St,Burlington,IN,46915,(765) 566-5055,https://n/a,true,12.93,original
kokomo-in,Kokomo,IN,Aspire Indiana Health - Elwood,10731 IN-13,Elwood,IN,46036,(877) 574-1254,https://www.aspireindiana.org/,true,17.38,places
knoxville-tn,Knoxville,TN,CHS Knox Homeless Health Center (5th Ave),538 W 5th Ave,Knoxville,TN,37917,(865) 525-2104,https://www.cherokeehealth.com,true,0.86,original
king-prussia-pa,King Prussia,PA,Norristown Regional Health Center,1401 Dekalb St,Norristown,PA,19401,(610) 278-7787,https://dvch.org,true,3.42,original
king-prussia-pa,King Prussia,PA,ChesPenn Center for Family Health at Upper Darby,5 S State Rd,Upper Darby,PA,19082,(610) 352-6585,https://www.chespenn.org,true,10.46,original
king-prussia-pa,King Prussia,PA,"Interim House, Inc.",333 W Upsal St,Philadelphia,PA,19119,(215) 849-4606,,true,10.63,
king-prussia-pa,King Prussia,PA,Covenant House Health and Dental Services,8127 Stenton Ave,Philadelphia,PA,19150,(261) 331-9832,https://covenanthousehealth.org/,true,10.76,places
king-prussia-pa,King Prussia,PA,Philadelphia District Health Center #9,131 E Chelten Ave,Philadelphia,PA,19144,(215) 685-5747,https://www.phila.gov/departments/department-of-public-health/health-centers/city-health-centers/,true,11.54,places
king-prussia-pa,King Prussia,PA,THE SAYRE HEALTH CENTER,5800 Walnut St STE 121,Philadelphia,PA,19139,(215) 474-4444,https://www.sayrehealth.org,true,11.75,original
mill-valley-ca,Mill Valley,CA,Marin City Health and Wellness Center - Phillips Drive,100 Phillips Dr,Sausalito,CA,94965,(415) 339-8813,https://www.marincityclinic.org,true,1.94,original
mill-valley-ca,Mill Valley,CA,Marin Community Clinic - Greenbrae,1260 S Eliseo Dr STE 201,Greenbrae,CA,94904,(415) 448-1500,http://www.marinclinic.org/about-us/contact-us/,true,3.33,places
mill-valley-ca,Mill Valley,CA,Ritter Center Complex,800 A St,San Rafael,CA,94901,(415) 457-8182,http://www.rittercenter.org/,true,5.24,places
mill-valley-ca,Mill Valley,CA,NORTH EAST MEDICAL SERVICES - CLEMENT,1019 Clement St,San Francisco,CA,94118,(888) 500-1886,https://www.nems.org/,true,8.56,original
mill-valley-ca,Mill Valley,CA,Bolinas Community Health Center,88 Mesa Rd,Bolinas,CA,94924,(415) 868-0124,https://www.coastalhealth.net,true,8.97,original
mill-valley-ca,Mill Valley,CA,MAXINE HALL HEALTH CENTER,1301 Pierce St,San Francisco,CA,94115,(415) 292-1300,https://www.sf.gov/location--maxine-hall-health-center,true,9.48,places
midwest-city-ok,Midwest City,OK,Community Health at Rose State College,6012 Prosper Blvd,Oklahoma City,OK,73110,(405) 807-0087,https://www.communityhealthok.org,true,1.22,original
midwest-city-ok,Midwest City,OK,Variety Care Mid-Del Family Health Center,3851 Tinker Diagonal,Oklahoma City,OK,73115,(405) 677-1129,https://www.varietycare.org,true,3.09,original
miami-fl,Miami,FL,"Camillus Health Concern, Greer Building",336 NW 5th St,Miami,FL,33128,(305) 577-4840,https://www.camillushealth.org,true,0.15,original
miami-fl,Miami,FL,CHN MDC Wolfson,300 NE 2nd Ave,Miami,FL,33132,(305) 237-3338,http://www.mdc.edu/wolfson/campus-information/default.aspx,true,0.49,places
miami-fl,Miami,FL,Borinquen Medical Centers at Wynwood,2691 NE 2nd Ave,Miami,FL,33137,(305) 567-6611,https://www.borinquenhealth.org/index.php/appointments/locations/,true,1.7,original
miami-fl,Miami,FL,Care Resource Community Health Centers in Little Havana,1800 SW 1st St,Miami,FL,33135,(305) 576-1234,https://www.careresource.org,true,1.76,original
miami-fl,Miami,FL,"MIAMI BEACH COMMUNITY HEALTH CENTER, INC.",710 Alton Rd,Miami Beach,FL,33139,(305) 538-8835,https://miamibeachhealth.org,true,3.55,original
miami-fl,Miami,FL,Flagler Main Site,3733 W Flagler St,Coral Gables,FL,33134,(305) 774-3400,https://www.banyanhealth.org,true,3.65,original
methuen-ma,Methuen,MA,GLFHC at Element Care,14 Ingalls Ct,Methuen,MA,01844,(978) 686-0090,http://elementcare.org/,true,0.57,places
methuen-ma,Methuen,MA,LOWELL HIGH SCHOOL HEALTH CTR,50 Father Morissette Boulevard,Lowell,MA,01852,(978) 458-6642,https://www.lchealth.org,true,8.63,original
methuen-ma,Methuen,MA,Healthy Together,10 Tsienneto Rd,Derry,NH,03038,(603) 895-3351,http://www.centerforlifemanagement.org/,true,13.76,places
methuen-ma,Methuen,MA,Harbor Care Health and Wellness Center,45 High St,Nashua,NH,03060,603-821-7788 x4000,http://www.harborhomes.org,true,14.71,original
methuen-ma,Methuen,MA,Program for All-Inclusive Care for the Elderly (PACE) Site,100 Cummings Ctr,Beverly,MA,01915,(978) 712-3360,http://elementcare.org/,true,18.97,places
methuen-ma,Methuen,MA,Peabody FAMILY HEALTH CENTER,89 Foster Street,Peabody,MA,01960,(978) 532-4903,https://www.nschi.org,true,19.07,original
merritt-island-fl,Merritt Island,FL,BHA Barton Commons,220 Barton Blvd,Rockledge,FL,32955,(321) 639-5177,https://www.bhachc.org,true,2.94,original
merritt-island-fl,Merritt Island,FL,Space Coast Health Centers Primary Care - Port St. John,5005 Port St John Pkwy,Cocoa,FL,32927,(321) 268-6836,https://www.spacecoasthealthcenters.org,true,11.61,original
media-pa,Media,PA,GPHA - Spectrum Behavioral Healthcare Center,1489 Baltimore Pike STE 300 STE 300,Springfield,PA,19064,(484) 472-7430,,true,2.59,
media-pa,Media,PA,CHESPENN HEALTH SERVICES,1510 Chester Pike,Eddystone,PA,19022,(610) 485-3800,https://chespenn.org,true,4.88,original
media-pa,Media,PA,Fairmount Primary Care Center at Sharon Hill-Delaware County,800 Chester Pike,Sharon Hill,PA,19079,(215) 235-9600,https://dvch.org/fairmount-primary-sharon-hill/,true,7.27,places
media-pa,Media,PA,Outley House,6901 Woodland Ave,Philadelphia,PA,19142,(215) 724-8414,,true,8.83,
media-pa,Media,PA,Henrietta Johnson Medical Center at Claymont,2722 Philadelphia Pike,Claymont,DE,19703,(302) 655-6187,https://www.hjmc.org,true,8.93,original
media-pa,Media,PA,THE SAYRE HEALTH CENTER,5800 Walnut St STE 121,Philadelphia,PA,19139,(215) 474-4444,https://www.sayrehealth.org,true,9.42,original
mason-oh,Mason,OH,"HealthSource of Ohio, Inc.",424 Wards Corner Rd STE 200,Loveland,OH,45140,(513) 576-7700,https://www.healthsourceofohio.org/locations/healthsource-of-ohio-administrative-office/,true,8.03,places
mason-oh,Mason,OH,Lincoln Heights Health Center,1401 Steffen Ave,Cincinnati,OH,45215,(513) 588-3263,https://na,true,9.95,original
mason-oh,Mason,OH,CPH Administrative Site,3420 Atrium Blvd STE 102,Middletown,OH,45005,(513) 318-1188,https://www.centerpointhealth.org/locations/centerpoint-health-administration-middletown/,true,10.88,places
mason-oh,Mason,OH,Fairfield Township Community Health Center,"3145 Hamilton Mason Rd, Ste 202",Fairfield Township,OH,45011,(513) 454-1111,https://www.myprimaryhealthsolutions.org/,true,10.98,original
mason-oh,Mason,OH,John P. Parker,5051 Anderson Pl,Cincinnati,OH,45227,(513) 363-2921,https://NA,true,12.76,original
mason-oh,Mason,OH,WinMed-Cincinnati-Hamilton County Community Action Agency,1740 Langdon Farm Rd,Cincinnati,OH,45237,(513) 631-7100,https://winmedinc.org,true,13.16,original
marrero-la,Marrero,LA,InclusivCare-Marrero,7001 Lapalco Blvd,Marrero,LA,70072,(504) 341-4006,https://www.inclusivcare.com,true,1.84,original
marrero-la,Marrero,LA,Priority Health Care - Administration,"4700 Wichers Dr, Suite 306",Marrero,LA,70072,(504) 309-6522,www.priorityhealthcare.org,true,2.17,hrsa
marrero-la,Marrero,LA,AHL Eye Associates of West Jefferson,"1111 Medical Center Blvd, Ste N213",Marrero,LA,70072,(504) 349-6213,http://accesshealthla.org,true,2.37,original
marrero-la,Marrero,LA,JeffCare West Jefferson,5001 Westbank Expy,Marrero,LA,70072,(504) 349-8708,https://www.jphsa.org,true,2.39,original
marrero-la,Marrero,LA,DePaul Community Health Centers - Westbank Expressway,1629 Westbank Expy,Harvey,LA,70058,(504) 582-0710,https://www.depaulcommunityhealthcenters.org/,true,3.91,original
marrero-la,Marrero,LA,Common Ground Health Clinic-Gretna,441 Wall Blvd,Gretna,LA,70056,(504) 361-9800,https://cghcnola.org/,true,5.0,places
marco-island-fl,Marco Island,FL,Healthcare Network Manatee Middle,1920 Manatee Rd,Naples,FL,34114,(239) 658-3000,https://www.HealthcareSWFL.org,true,7.73,original
mansfield-tx,Mansfield,TX,HHM Health Arlington,3201 Matlock Rd,Arlington,TX,76015,(214) 221-0855,https://www.hhmhealth.org/?utm_source=GMBSocialClimb&utm_medium=ThePearlWomen%27sCenteratHHMHealthArlington,true,8.18,places
mansfield-tx,Mansfield,TX,Arlington Community Health Center,"1001 N Waldrop Dr, Ste 708",Arlington,TX,76012,(817) 625-4254,http://ntachc.org/,true,11.94,places
mansfield-tx,Mansfield,TX,LBU Oak Cliff,4732 W Illinois Ave,Dallas,TX,75211,(214) 540-0300,https://www.losbarriosunidos.org,true,17.06,original
mansfield-tx,Mansfield,TX,Dallas Deflection Center-Homeward Bound,5300 University Hills Blvd,Dallas,TX,75241,(214) 590-0153,http://www.homewardboundinc.org/,true,20.84,places
mansfield-tx,Mansfield,TX,Prism Health North Texas at Oak Cliff Health Center,219 Sunset Ave,Dallas,TX,75208,(972) 807-7370,https://www.phntx.org,true,21.71,original
mansfield-tx,Mansfield,TX,Hope Health Waxahachie,572 Coleman St,Waxahachie,TX,75165,972-923-2440 x200,https://hopehealthtx.org,true,22.05,original
lufkin-tx,Lufkin,TX,Hope Community Medicine - Lufkin,821 W Frank Ave,Lufkin,TX,75904,(936) 591-8380,https://www.hcmtx.org,true,0.28,original
lufkin-tx,Lufkin,TX,Sayers Street Clinic,1717 Sayers St,Lufkin,TX,75904,(936) 899-5368,https://www.etchc.com/locations/lakeview-community-clinic-sayers/,true,1.79,places
long-beach-ca,Long Beach,CA,Serenity Atlantic Clinic,780 Atlantic Ave,Long Beach,CA,90813,(562) 624-1111,https://serenitycarehealthgroup.org/,true,0.46,places
long-beach-ca,Long Beach,CA,"Benevolence Industries, Inc. - Long Beach",934 Atlantic Ave,Long Beach,CA,90813,(562) 437-1888,https://www.bhchealth.org,true,0.58,original
long-beach-ca,Long Beach,CA,APLA Health & Wellness - Long Beach Center,1043 Elm Ave STE 302,Long Beach,CA,90813,(562) 247-7740,https://www.aplahealth.org,true,0.63,original
long-beach-ca,Long Beach,CA,Long Beach Health Center #105,1040 Elm Ave,Long Beach,CA,90813,(310) 547-0202,http://www.harborchc.org/,true,0.66,places
long-beach-ca,Long Beach,CA,"TCC Family Health, Healthy Aging at St. Mary",1045 Atlantic Ave,Long Beach,CA,90813,(844) 822-4646,https://locations.dignityhealth.org/family-clinic-st-mary-medical-center-long-beach,true,0.7,places
long-beach-ca,Long Beach,CA,CMWC Cultural Awareness Community Annex,1350 E Anaheim St,Long Beach,CA,90813,(562) 270-0324,https://www.cmwcusa.org,true,1.13,original
lone-tree-co,Lone Tree,CO,Smoky Hill High School Community Health Clinic,16100 E Smoky Hill Rd,Aurora,CO,80015,(303) 761-1977,https://stridechc.org/,true,6.83,original
lone-tree-co,Lone Tree,CO,Sheridan Health Services,4107 S Federal Blvd,Englewood,CO,80110,(303) 315-6150,https://www.nursing.ucdenver.edu/sheridan,true,9.49,original
lone-tree-co,Lone Tree,CO,Renaissance at Lowry Boulevard,550 Alton Way,Denver,CO,80230,(303) 340-3940,https://www.coloradocoalition.org,true,11.66,original
lone-tree-co,Lone Tree,CO,Federico F. Pena Family Health Center,1339 S Federal Blvd,Denver,CO,80219,(303) 602-0000,https://www.denverhealth.org/locations/denver/federico-f-pena-southwest-family-health-center-1339-s-federal-blvd-denver-80219,true,12.06,places
lone-tree-co,Lone Tree,CO,Salud Aurora,"562 N Sable Blvd, Ste 100",Aurora,CO,80011,(303) 697-2583,https://www.saludclinic.org,true,12.25,original
lone-tree-co,Lone Tree,CO,"Uptown Community Health Center, Inc. Bruner Family Medicine","1960 N Ogden St, Suite 460",Denver,CO,80218,(303) 318-2500,https://www.uptowncommunityhealth.org,true,14.05,original
livermore-ca,Livermore,CA,Axis Site at Vineyard Resource Center,450 N Livermore Ave,Livermore,CA,94551,(925) 462-1755,http://www.openheartkitchen.org/,true,0.52,places
livermore-ca,Livermore,CA,Street Medicine Outreach  Admin Office,3311 Pacific Ave STE 6,Livermore,CA,94550,(510) 713-6690,http://www.axishealth.org/,true,0.64,hrsa
livermore-ca,Livermore,CA,WIC Program,3845 Beacon Ave STE A,Fremont,CA,94538,510-471-5907 x3231,https://acphd.org/wic/,false,15.27,places
livermore-ca,Livermore,CA,La Clinica Dental Union City,1203 J St,Union City,CA,94587,(510) 535-4000,http://www.laclinica.org/,false,15.42,places
livermore-ca,Livermore,CA,"Community Medical Centers, Tracy Grant Line Road",2151 W Grant Line Rd,Tracy,CA,95377,(209) 820-1500,,true,17.52,
livermore-ca,Livermore,CA,LifeLong East Bay Community Recovery Project Hayward,22971 Sutro St,Hayward,CA,94541,(510) 981-4135,,true,17.58,
lincoln-ne,Lincoln,NE,Bluestem Health: Central Business Office,"1248 O St, Suite 400",Lincoln,NE,68508,(402) 470-5424,https://www.bluestemlincoln.com/,true,0.45,places
norfolk-va,Norfolk,VA,CommuniCare Family Health Center,804 Whitaker Ln,Norfolk,VA,23510,(757) 393-6363,https://www.hrchc.org,true,0.66,original
norfolk-va,Norfolk,VA,Chesapeake Community Health Center,490 Liberty St,Chesapeake,VA,23324,(757) 228-1288,https://sevhs.org/,true,1.75,places
newington-ct,Newington,CT,Chamberlain Elementary School SBHC,120 Newington Ave,New Britain,CT,06051,(860) 832-5691,http://csdnb.org/,true,1.86,places
newington-ct,Newington,CT,New Britain Family Health and Wellness Center,40 Hart St,New Britain,CT,06052,(860) 793-3500,https://www.wheelerclinic.org,true,3.4,original
newington-ct,Newington,CT,CHARTER OAK HEALTH CENTER,401 New Britain Ave,Hartford,CT,06106,(860) 241-0712,https://www.thecharteroak.org,true,4.1,original
newington-ct,Newington,CT,Intercommunity's school based health center at Hockanum Elementary School,191 Main St,East Hartford,CT,06118,860-569-5900 x158,https://eclc.easthartford.org/,true,6.24,places
newington-ct,Newington,CT,"COMMUNITY HEALTH SERVICES, INC.",500 Albany Ave,Hartford,CT,06120,(860) 249-9625,https://www.chshartford.org,true,6.72,original
newington-ct,Newington,CT,Community Health Services,500 Albany Ave,Hartford,CT,06120,(860) 808-8703,http://www.chshartford.org,true,6.72,original
new-smyrna-beach-fl,New Smyrna Beach,FL,FACT Team,1000 Big Tree Rd,Daytona Beach,FL,32119,(386) 236-1822,https://smahealthcare.org/,true,10.56,original
new-smyrna-beach-fl,New Smyrna Beach,FL,Family Health Source East,801 Beville Rd,South Daytona,FL,32119,(386) 202-6025,https://www.myfhs.org,true,11.26,original
new-smyrna-beach-fl,New Smyrna Beach,FL,AZA HEALTH,1425 Dunn Ave,Daytona Beach,FL,32114,(386) 323-9600,https://WWW.AZAHEALTH.ORG,true,13.88,original
new-smyrna-beach-fl,New Smyrna Beach,FL,Enterprise Wellness Cottage,105 Main St,Deltona,FL,32725,(407) 322-8645,https://www.mytruehealth.org/,true,21.49,places
mount-vernon-wa,Mount Vernon,WA,Sea Mar CHC - Skagit Valley Women's Health Center,"125 N 18th St, Ste A",Mount Vernon,WA,98273,(206) 588-5550,http://www.seamar.org,true,0.53,original
mount-vernon-wa,Mount Vernon,WA,Arlington Clinic,326 S Stillaguamish Ave,Arlington,WA,98223,(360) 572-5400,https://www.chcsno.org/clinics/arlington/?utm_source=GMBSocialClimb&utm_medium=CommunityHealthCenterofSnohomishCounty-ArlingtonMedical,true,18.37,places
mount-vernon-wa,Mount Vernon,WA,UCNW Carl Cozier Elementary School,1330 Lincoln St,Bellingham,WA,98229,(360) 676-6410,https://www.unitycarenw.org,true,23.61,original
moreno-valley-ca,Moreno Valley,CA,Unicare Community Health Center - Moreno Valley,24853 Alessandro Blvd STE 4,Moreno Valley,CA,92553,(951) 571-8518,https://unicarechc.org/,true,2.21,places
moreno-valley-ca,Moreno Valley,CA,Main Campus First Floor Community Health Center,26600 Cactus Ave STE 100,Moreno Valley,CA,92555,(951) 988-9500,https://www.ruhealth.org/community-health-centers/locations/main-campus,true,2.31,places
moreno-valley-ca,Moreno Valley,CA,Moreno Valley Family Health Center,22675 Alessandro Blvd,Moreno Valley,CA,92553,(951) 571-2350,https://www.chsica.org,true,3.37,original
moreno-valley-ca,Moreno Valley,CA,Neighborhood Healthcare ~ Mead Valley,21705 Martin St,Perris,CA,92570,(760) 520-8300,https://www.nhcare.org/locations-list/perris-mead-valley,true,4.69,places
moreno-valley-ca,Moreno Valley,CA,TrueCare,"1675 N Perris Blvd, Suite G 1",Perris,CA,92571,(760) 736-6700,https://truecare.org/location/truecare-perris/,true,5.78,places
moreno-valley-ca,Moreno Valley,CA,DAP Health - Jay Hoffman Community Health Center,29490 Lakeview Ave,Nuevo,CA,92567,(951) 928-2805,https://www.daphealth.org/locations/#el-6a957d0a,true,6.94,places
montgomery-al,Montgomery,AL,River Region Health Center,1845 Cherry St,Montgomery,AL,36107,(334) 420-5001,https://www.hservinc.org,true,1.66,original
monterey-ca,Monterey,CA,CSVS - SEASIDE CLINIC,1156 Fremont Blvd STE 101,Seaside,CA,93955,(831) 757-8689,https://www.csvs.org,true,2.04,original
monterey-ca,Monterey,CA,County of Monterey - Seaside Family Health Center,1156 Fremont Blvd,Seaside,CA,93955,(831) 899-8100,http://www.montereycountyclinicservices.org/,true,2.05,original
monterey-ca,Monterey,CA,Pajaro Resource Center,250 Salinas Rd STE 4A,Royal Oaks,CA,95076,(831) 728-0222,https://www.splg.org,true,22.32,original
monterey-ca,Monterey,CA,Watsonville Health Center - Building B,1430 Freedom Blvd STE B,Watsonville,CA,95076,(831) 763-8400,https://www.santacruzhealth.org,true,23.84,original
mobile-al,Mobile,AL,Family Oriented Primary Health Care Clinic - Downtown Health Center,251 N Bayou St,Mobile,AL,36603,(251) 690-8158,https://mchd.org/family-health/,true,0.73,original
mobile-al,Mobile,AL,H.E. Savage Memorial Center,1201 Spring Hill Ave,Mobile,AL,36604,(251) 694-1801,https://www.franklinprimary.org,true,1.21,original
mobile-al,Mobile,AL,Accordia Health  -  AOP,2400 Gordon Smith Dr,Mobile,AL,36617,(251) 305-4660,https://accordia-health.org/,true,3.24,places
mobile-al,Mobile,AL,BAYOU LA BATRE AREA HEALTH DEVELOPMENT B,12701 Padgett Switch Rd,Irvington,AL,36544,(251) 824-2174,https://mostellarmedical.org,true,21.9,original
mission-viejo-ca,Mission Viejo,CA,CLCHC - The Adam Raine Healing Center,26051 Acero,Mission Viejo,CA,92691,(949) 866-3600,http://www.clchc.org/?utm_source=GMBSocialClimb&utm_medium=CelebratingLifeCommunityHealthCenter,true,1.33,places
mission-viejo-ca,Mission Viejo,CA,Access-Laguna Hills,"24953 Paseo de Valencia, #7",Laguna Hills,CA,92653,(714) 352-5800,https://accessfqhc.org,true,1.78,original
mission-viejo-ca,Mission Viejo,CA,All For Health-Laguna Niguel,25500 Rancho Niguel Rd STE 250,Laguna Niguel,CA,92677,(949) 323-3330,https://all4health.org/,true,3.16,original
mission-viejo-ca,Mission Viejo,CA,Camino Health Center - Lake Forest,"22481 Aspan St, Ste A",Lake Forest,CA,92630,(949) 240-2272,https://www.caminohealthcenter.org,true,3.44,original
mission-viejo-ca,Mission Viejo,CA,SOS Community Health Center-Mission Viejo,"27725 Santa Margarita Pkwy, Ste 101",Mission Viejo,CA,92691,(949) 270-2100,https://www.shareourselves.org,true,3.95,original
mission-viejo-ca,Mission Viejo,CA,Laguna Beach Community Clinic,362 3rd St,Laguna Beach,CA,92651,(949) 494-0761,https://www.lbclinic.org,true,7.4,original
milpitas-ca,Milpitas,CA,Valley Health Center Milpitas,143 N Main St,Milpitas,CA,95035,(408) 885-5713,https://www.sccgov.org,true,0.85,original
milpitas-ca,Milpitas,CA,NORTH EAST MEDICAL SERVICES - 1870 LUNDY,1870 Lundy Ave,San Jose,CA,95131,(888) 500-1886,https://www.nems.org/,true,3.04,original
milpitas-ca,Milpitas,CA,Healthcare to the Homeless,1621 Gold St,Alviso,CA,95002,(408) 935-3918,https://www.gardnerhealthservices.org,true,4.6,original
milpitas-ca,Milpitas,CA,Independence SB Health Clinic,617 N Jackson Ave,San Jose,CA,95133,(408) 729-9700,http://bach.health/,true,5.01,places
milpitas-ca,Milpitas,CA,AACI Dental Clinic,"266 N Jackson Ave, Suite 1",San Jose,CA,95116,(408) 975-2730,https://aaci.org/dental/,true,5.52,places
milpitas-ca,Milpitas,CA,Indian Health Center of Santa Clara Valley - St. Phillips,5038 Hyland Ave,San Jose,CA,95127,(408) 445-3400,http://www.indianhealthcenter.org/?utm_source=Google%20Maps,true,5.64,places
leesburg-fl,Leesburg,FL,COMMUNITY HEALTH CENTER - LEESBURG Family Medical and Dental,225 N 1st St,Leesburg,FL,34748,(352) 314-7400,https://WWW.CHCFL.ORG,true,0.68,original
leesburg-fl,Leesburg,FL,Heart of Florida Health Center The Villages,3365 Wedgewood Ln,The Villages,FL,32162,(352) 732-6599,https://www.myhfhc.org/,true,11.26,places
leesburg-fl,Leesburg,FL,Langley Health Services Sumterville,1389 S US 301,Sumterville,FL,33585,352-793-5900 x83931,https://www.langleyhealthservices.com,true,12.11,original
kennett-square-pa,Kennett Square,PA,LCH Health and Community Services,731 W Cypress St,Kennett Square,PA,19348,(610) 444-7550,https://www.lacomunidadhispana.org,true,1.42,original
kennett-square-pa,Kennett Square,PA,Westside Family Healthcare - Wilmington,1802 W 4th St,Wilmington,DE,19805,(302) 655-5822,https://WWW.WESTSIDEHEALTH.ORG,true,10.07,original
kennett-square-pa,Kennett Square,PA,Coatesville - Medical and Dental,"744 E Lincoln Hwy, Apartment 110",Coatesville,PA,19320,(717) 299-6371,https://unioncommunitycare.org/,true,10.7,places
